,0,1,2,3,4,5,6,7,8,9
23,12.7,5.54375,5.199999999999999,8.2,13.0,14.4,7.8333335,4.0208335,4.533333333333334,10.995
24,14.9,4.1333335,4.0666665,6.2458335,3.4,13.2,11.9,11.0,6.2,10.2145835
25,1.0416665,7.579861166666667,4.1,11.8,10.315909,6.25,2.5,5.429513958333333,7.22916666666667,14.58405796666666
26,5.49375,7.017222200000001,10.9083335,5.748611166666665,3.4,1.725,2.25,15.5,11.4381945,5.3197915
27,6.6,10.7041665,12.2,11.6,12.7,6.0,7.6208335,9.149999999999999,4.4045455,4.5458335
28,9.36825175,3.225,7.54375,3.4,12.9,11.609259222222233,5.9,6.6,5.1,11.9
29,4.7229165,3.8,14.31354175,15.0,5.29583333333333,11.1975,6.0041665,7.5,7.6,6.9041665
30,5.5208335,6.5854165,5.867451633333334,7.85277783333333,4.6,4.511111,16.6,14.5,5.5020835,13.138889
31,5.980092444444444,9.4,8.2,12.686111,4.725,0.5,8.9,10.0,13.3208335,9.05416675
32,4.4458335,9.635879583333333,12.13125,10.6125,5.87291675,5.0291665,6.33125,9.2041665,13.0416665,10.4375
33,6.4,5.5,15.65,12.8,7.681101226190477,13.5208335,6.225,4.1,12.7066666,5.9458335
34,8.85,5.8,6.3,7.80625,11.886458375,10.2458335,17.8,5.10416666666667,3.6238095,14.2
35,5.6,9.5,3.5229165,5.72083325,11.1,10.9,6.7458335,5.4166665,16.0,0.0
36,13.145238,11.860416611111134,13.3125,11.2,15.02246375,5.53125,16.5055556666667,5.4083335,12.5416665,2.3875
37,4.9229165,6.510616,12.2458335,17.609375,12.91875,16.3104165,9.2394735,6.111574083333333,11.6125,4.7375
38,14.361111166666667,13.1,15.1333335,14.86868683333335,3.9333335,5.46875,6.83125,14.0,2.425,5.357939822222224
39,12.023809499999999,7.1611979375,14.926799375,5.5454545,4.5295455,18.7458335,21.2375,6.1270835,13.9694445,13.00878786666666
40,14.7,4.398611166666665,16.2,13.5416665,17.3,13.7113635,11.850000000000001,17.2,14.4291665,7.620138833333335
41,11.0,13.2041665,12.0,5.8104165,13.12291675,10.433333333333334,18.7,6.425,15.3,15.5416665
42,15.0,16.9222223333333,15.423128166666666,12.2,9.66875,6.22916666666667,7.4291665,19.759722222222234,17.1,17.4083335
43,14.8166665,17.7458335,15.3,6.938889,4.81666666666667,12.0,11.0,16.2458335,20.5,12.9083335
44,6.60625,12.2,18.7375,4.0,12.6145835,18.20625,20.1,11.7,10.6104165,8.03125
45,16.7,15.9,16.6125,5.6684660000000004,20.0,21.46666666666667,9.6,21.034375,15.4,12.140909
46,9.95,12.5,4.83125,21.1,1.8347825,6.6333335,10.0125,11.9083335,4.5416665,12.1
47,5.305555416666666,4.9125,6.2166665,5.44375,9.6,4.66875,7.9,2.831818,5.11647725,16.78958325
48,14.258333499999999,13.6333335,6.4270835,9.2,15.440277777777766,6.388194416666665,8.8625,14.2,12.7,5.5270835
49,14.1375,4.5125,8.9270835,1.725,8.2041665,19.8,9.36770825,15.5,7.0,5.83286
50,18.8913043333333,11.544117750000002,3.438889,5.8458335,8.3,6.0208335,7.95208325,14.925,5.4944445,13.6
51,4.6125,14.866666666666667,8.5,6.9083335,9.5416665,3.608038875,6.25,1.8333335,8.5,5.8347825
52,6.8,4.0208335,12.20625,10.4,9.6333335,8.610912714285714,4.6,11.7,8.1,21.0359375
53,11.5,5.7333335,8.947916666666664,8.8,12.8,12.2,5.1333335,7.8,4.2479165,5.1
54,4.5,7.7,9.233333375,8.4354165,6.1,5.65122425,11.0,4.2041665,5.0416665,5.4291665
55,4.7,6.7,7.0,4.42967175,5.2458335,6.56666666666667,7.2229165,4.0,2.6125,9.63333333333333
56,7.5166665,6.1458335,5.2375,7.047619,5.2,7.4291665,5.5369565,7.65652166666667,3.6333335,5.7229165
57,5.7125,3.2,11.9277776666667,4.725,6.2,4.5208335,5.8,4.514583249999999,3.65,4.5
58,5.027423041666667,6.705882,5.71875,5.4083335,1.0416665,3.82291675,5.1208335,3.0208335,4.5108695,5.220833333333335
59,4.1125,3.8375,2.6125,5.7,4.3,4.5208335,3.99722233333333,5.16875,8.725,8.7041665
60,4.6354165,4.4083335,4.4,6.0416665,8.2136365,,,,,
